,X_test,y_test,y_pred,y_pred_proba
3691,What happen dear tell me,ham,ham,0.9997166690991485
440,But i have to. I like to have love and arrange.,ham,ham,0.9700716226230692
557,Having lunch:)you are not in online?why?,ham,ham,0.9990408323673678
2262,Did you show him and wot did he say or could u not c him 4 dust?,ham,ham,0.9997411345627947
4279,I've reached home finally...,ham,ham,0.9964986670137874
3513,Already one guy loving you:-.,ham,ham,0.9974316911305402
2473,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",spam,spam,4.082170495424354e-09
1310,"Ok, be careful ! Don't text and drive !",ham,ham,0.8624018052146989
645,Allo! We have braved the buses and taken on the trains and triumphed. I mean weâre in bâham. Have a jolly good rest of week,ham,ham,0.9921749091354558
5542,Armand says get your ass over to epsilon,ham,ham,0.9398694031898092
4865,Sorry da..today i wont come to play..i have driving clas..,ham,ham,0.9941538953131197
3807,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,spam,1.0966057741734165e-09
608,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham,ham,0.9929064236375361
1938,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,ham,0.9925823556401724
1494,How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,ham,0.994640826456225
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham,ham,0.9994750025528666
1356,Convey my regards to him,ham,ham,0.9978312519305482
28,"I'm back &amp; we're packing the car now, I'll let you know if there's room",ham,ham,0.9997471719693962
2787,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham,ham,0.9969315800909365
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,ham,0.999907486125494
1064,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,spam,spam,0.00905795956389305
1074,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,ham,ham,0.9958572575541229
1697,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,ham,0.9997205193569842
5299,Well good morning mr . Hows london treatin' ya treacle?,ham,ham,0.9962818261848067
1117,Hey... What time is your driving on fri? We go for evaluation on fri?,ham,ham,0.9671081984021759
605,Meet after lunch la...,ham,ham,0.9967039650067727
1998,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",ham,ham,0.9956469349885297
44,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham,ham,0.9998692703450136
1687,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award,spam,spam,2.7897655179739275e-07
2809,Yes princess! I want to catch you with my big strong hands...,ham,ham,0.9929135721681979
3074,Somebody should go to andros and steal ice,ham,ham,0.9740082296813809
3383,"Well, I meant as opposed to my drunken night of before",ham,ham,0.9946353351066877
2416,Huh means computational science... Y they like dat one push here n there...,ham,ham,0.9972012185948765
3203,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham,ham,0.9987041897061264
1453,"That's good, because I need drugs",ham,ham,0.9993526364523783
3642,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,spam,1.2391304252748334e-08
4804,How do you plan to manage that,ham,ham,0.9986901373560556
556,O. Well uv causes mutations. Sunscreen is like essential thesedays,ham,ham,0.9953477877876316
5255,Ok... Sweet dreams...,ham,ham,0.9983985797233011
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,ham,0.9992791716330436
33,For fear of fainting with the of all that housework you just did? Quick have a cuppa,ham,ham,0.9874262016922887
3257,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,ham,ham,0.9985304195956252
5561,Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham,ham,0.9976724299498596
116,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,ham,0.9997997870147476
3943,She's borderline but yeah whatever.,ham,ham,0.9991365138851697
1079,Convey my regards to him,ham,ham,0.9978312519305482
3857,I'm ok. Will do my part tomorrow,ham,ham,0.9997176790597061
136,I only haf msn. It's yijue@hotmail.com,ham,ham,0.7622445030658408
81,K. Did you call me just now ah? ,ham,ham,0.9851102973283858
1630,Sounds like you have many talents! would you like to go on a dinner date next week?,ham,ham,0.9894138250181309
2198,Bring it if you got it,ham,ham,0.9998614360571401
2803,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham,ham,0.997626525478901
5397,That's necessarily respectful,ham,ham,0.9944568360575413
2874,I dont understand your message.,ham,ham,0.8639852668449962
2217,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,ham,0.9996797748711538
2461,i cant talk to you now.i will call when i can.dont keep calling.,ham,ham,0.9799760055415149
4950,I am in bus on the way to calicut,ham,ham,0.9982998043386118
1657,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,ham,0.9936351213970429
4331,i thought we were doing a king of the hill thing there.,ham,ham,0.9951663053216765
1520,Check wid corect speling i.e. Sarcasm,ham,ham,0.9724231141299655
4937,K..k.:)congratulation ..,ham,ham,0.9819785033030223
3542,If you are not coughing then its nothing,ham,ham,0.9995078543045538
3525,Yeah that'd pretty much be the best case scenario,ham,ham,0.999024102389329
2977,I love u 2 my little pocy bell I am sorry but I love u,ham,ham,0.9998342095202838
4460,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam,spam,3.9754720720749214e-10
724,Ya even those cookies have jelly on them,ham,ham,0.9940038923909986
1777,Call FREEPHONE 0800 542 0578 now!,spam,spam,0.04954087408283121
3493,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham,ham,0.9840617539800499
1914,You want to go? ,ham,ham,0.988168569605186
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,ham,0.9969791460957027
325,No problem. How are you doing?,ham,ham,0.9991220007955928
3576,And do you have any one that can teach me how to ship cars.,ham,ham,0.9998312323154871
5541,Yeah it's jus rite...,ham,ham,0.9982025763670185
343,Where u been hiding stranger?,ham,ham,0.9891258840069642
5165,Ã still got lessons?  Ã in sch?,ham,ham,0.9988583341213852
4201,I will come tomorrow di,ham,ham,0.9988347183568321
2030,Thanx but my birthday is over already.,ham,ham,0.9990889811551938
2981,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham,ham,0.9997437964081564
4539,Dare i ask... Any luck with sorting out the car?,ham,ham,0.9874849819443432
1814,Yes we are chatting too.,ham,ham,0.9891115005286818
4592,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,spam,spam,1.902922237979189e-09
2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,ham,0.36919327156598125
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham,ham,0.952431244818622
4598,Full heat pa:-) i have applyed oil pa.,ham,ham,0.9975706815612019
1217,You have 1 new voicemail. Please call 08719181513.,spam,ham,0.20985284736192242
2565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham,ham,0.9914603500003434
3766,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,spam,3.5563756770931274e-08
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,spam,7.049610212086423e-10
5566,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,spam,4.2479862886577195e-07
5346,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,ham,0.998629047110612
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham,ham,0.9658958557637907
3882,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham,ham,0.9912088743335902
308,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,ham,0.9384535678514215
1404,cool. We will have fun practicing making babies!,ham,ham,0.9889690425452509
3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,ham,0.9982794014842428
4227,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ham,0.996726841401153
2750,You said not now. No problem. When you can. Let me know.,ham,ham,0.9999379292718198
169,Great escape. I fancy the bridge but needs her lager. See you tomo ,ham,ham,0.9974913705230448
4395,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,ham,0.9988545948281747
3144,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,ham,0.9892239129611482
2093,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham,ham,0.9997463850384709
763,Urgent Ur Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,spam,8.953689391733421e-06
3565,Do you always celebrate NY's with your family ?,ham,ham,0.9847749759971457
3780,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,spam,6.827677112977721e-07
4566,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham,ham,0.9974107593811284
447,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham,ham,0.999036304798692
1498,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham,ham,0.9979211205407895
2820,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,ham,0.9436624049478893
4574,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50,spam,spam,4.446056709970011e-06
2505,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham,ham,0.9999643049771302
5490,K. I will sent it again,ham,ham,0.9993228141276763
2249,will you like to be spoiled? :),ham,ham,0.9934707516036835
82,Ok i am on the way to home hi hi,ham,ham,0.9997706824457546
881,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,ham,0.2522748830746997
2048,No de. But call me after some time. Ill tell you k,ham,ham,0.9989670594226944
314,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,ham,0.9897819814223927
79,Its not the same here. Still looking for a job. How much do Ta's earn there.,ham,ham,0.9997100596836984
72,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham,ham,0.997135157193894
1131,Howz pain?hope u r fine..,ham,ham,0.9944198699382748
1550,Dude sux for snake. He got old and raiden got buff,ham,ham,0.9985286935616189
5150,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham,ham,0.9254369029748849
5418,So how are you really. What are you up to. How's the masters. And so on.,ham,ham,0.9992814851222611
4903,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,spam,1.1849468843964853e-08
4656,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham,ham,0.9834847915150401
996,Change again... It's e one next to escalator...,ham,ham,0.994794291403936
4376,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,spam,6.754559158533117e-07
2667,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,ham,0.9982379741421135
2812,Thinkin about someone is all good. No drugs for that,ham,ham,0.9956533286862882
3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,ham,0.5403101013836884
119,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham,ham,0.9999188037615442
125,Ã predict wat time Ã¼'ll finish buying?,ham,ham,0.999727439748982
5558,"Sorry, I'll call later",ham,ham,0.9965494569346224
3669,Thanks for loving me so. You rock,ham,ham,0.9990183308508259
285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,ham,0.9997499087684785
1766,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,ham,0.916394976770222
687,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham,ham,0.998932459100145
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham,ham,0.9999069856429392
4364,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,ham,0.9994575999299925
2911,How do you guys go to see movies on your side.,ham,ham,0.9781241975581398
1847,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham,ham,0.9988522207862175
3819,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC,spam,spam,8.089130950420613e-09
250,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,spam,7.165207890386017e-11
3655,Why i come in between you people,ham,ham,0.9979339635882281
2438,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam,spam,3.996237909809447e-11
196,Gud mrng dear hav a nice day,ham,ham,0.9954803254256879
4419,"When you get free, call me",ham,ham,0.5074187068329666
5257,"As usual..iam fine, happy &amp; doing well..:)",ham,ham,0.9982106469387846
951,"Awesome, lemme know whenever you're around",ham,ham,0.9946478240162416
4226,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,ham,0.9982881327781948
5002,"Nope. Since ayo travelled, he has forgotten his guy",ham,ham,0.9956931212706079
2435,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham,ham,0.9996756452408404
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham,ham,0.9992262595683085
200,"Found it, ENC  &lt;#&gt; , where you at?",ham,ham,0.9999563164805152
1865,You call him now ok i said call him,ham,ham,0.8691462200881263
1691,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,spam,spam,2.9429407782794424e-08
4358,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,ham,0.9987035526430689
3134,So no messages. Had food?,ham,ham,0.996525246580194
4750,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham,ham,0.9955800004994547
1564,Get ready to put on your excellent sub face :),ham,ham,0.9483306354318571
3351,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,ham,0.9999018387460226
4775,U repeat e instructions again. Wat's e road name of ur house?,ham,ham,0.9825935954058597
2112,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,ham,0.99996371189994
3528,Should i send you naughty pix? :),ham,ham,0.9379952785519526
4807,Call me when u finish then i come n pick u.,ham,ham,0.9996433258408156
3475,", how's things? Just a quick question.",ham,ham,0.9878532951883701
1825,Sent me ur email id soon,ham,ham,0.9995285624081883
634,Got it. Seventeen pounds for seven hundred ml â hope ok.,ham,ham,0.996261343159264
2697,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham,ham,0.9998149597372809
2954,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam,spam,3.902144106140028e-12
3477,"I can probably come by, everybody's done around  &lt;#&gt;  right?",ham,ham,0.9998808793812963
179,Text her. If she doesnt reply let me know so i can have her log in,ham,ham,0.9635627136267673
5485,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,ham,ham,0.9843366281452591
689,Thanks love. But am i doing torch or bold.,ham,ham,0.9979092878154164
3366,"Sorry, I'll call later",ham,ham,0.9965494569346224
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,ham,0.997056808207721
3265,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,ham,ham,0.996281135429397
3689,I'll meet you in the lobby,ham,ham,0.9998775965815966
538,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,ham,0.9945322988770214
4511,This weekend is fine (an excuse not to do too much decorating),ham,ham,0.9939707568644743
1587,There are no other charges after transfer charges and you can withdraw anyhow you like,ham,ham,0.9959719897028778
5223,If I die I want u to have all my stuffs.,ham,ham,0.9974810364713432
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,ham,0.9986823288630673
2295,You have 1 new message. Please call 08718738034.,spam,ham,0.05862716582782075
