,X_test,y_test,y_pred,y_pred_proba
2849,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,ham,0.993800834368221
1573,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL,spam,spam,0.1740150595738361
5567,"This is the 2nd time we have tried 2 contact u. U have won the Â£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,spam,0.15948813431963238
3375,Also andros ice etc etc,ham,ham,0.8995840497717614
1720,Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..,ham,ham,0.9848842406655793
582,Ok anyway no need to change with what you said,ham,ham,0.9689731471141918
1822,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,ham,ham,0.961913258528921
4567,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham,ham,0.975565833815571
3338,I AM AT THE GAS STATION. GO THERE.,ham,ham,0.974998745446435
3691,What happen dear tell me,ham,ham,0.9858018301642585
440,But i have to. I like to have love and arrange.,ham,ham,0.8670296494947282
557,Having lunch:)you are not in online?why?,ham,ham,0.9791792534960807
2262,Did you show him and wot did he say or could u not c him 4 dust?,ham,ham,0.9754000556972566
4279,I've reached home finally...,ham,ham,0.9625033140922771
3513,Already one guy loving you:-.,ham,ham,0.9680144072829423
2473,"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",spam,spam,0.22863380619234447
1310,"Ok, be careful ! Don't text and drive !",ham,ham,0.8957313408669776
645,Allo! We have braved the buses and taken on the trains and triumphed. I mean weâre in bâham. Have a jolly good rest of week,ham,ham,0.9348559961524875
5542,Armand says get your ass over to epsilon,ham,ham,0.8531149446971779
4865,Sorry da..today i wont come to play..i have driving clas..,ham,ham,0.9519454709946663
3807,URGENT! We are trying to contact you. Last weekends draw shows that you have won a Â£900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,spam,0.14682489828353557
608,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,ham,ham,0.9278946967256084
1938,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham,ham,0.9539937911629166
1494,How are you with moneY...as in to you...money aint a thing....how are you sha!,ham,ham,0.9552757564831849
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham,ham,0.9756751962922424
1356,Convey my regards to him,ham,ham,0.9549017016034046
28,"I'm back &amp; we're packing the car now, I'll let you know if there's room",ham,ham,0.9796394800884939
2787,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,ham,ham,0.9590951981424649
2243,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,ham,0.9903628978476275
1064,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,spam,spam,0.38888508054423326
1074,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,ham,ham,0.9598276766363784
1697,"Sorry man, my stash ran dry last night and I can't pick up more until sunday",ham,ham,0.9803365519964382
5299,Well good morning mr . Hows london treatin' ya treacle?,ham,ham,0.9632643956119973
1117,Hey... What time is your driving on fri? We go for evaluation on fri?,ham,ham,0.876781195180752
605,Meet after lunch la...,ham,ham,0.9565675544718032
1998,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV",ham,ham,0.951827300149198
44,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,ham,ham,0.9844632815603395
1687,todays vodafone numbers ending with 0089(my last four digits) are selected to received a Â£350 award. If your number matches please call 09063442151 to claim your Â£350 award,spam,spam,0.26984882710063895
2809,Yes princess! I want to catch you with my big strong hands...,ham,ham,0.941509230129405
3074,Somebody should go to andros and steal ice,ham,ham,0.9093087101914207
3383,"Well, I meant as opposed to my drunken night of before",ham,ham,0.9464250548069435
2416,Huh means computational science... Y they like dat one push here n there...,ham,ham,0.9618895812144781
3203,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,ham,ham,0.9752647184908405
1453,"That's good, because I need drugs",ham,ham,0.9762933457519528
3642,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",spam,spam,0.23755777616324852
4804,How do you plan to manage that,ham,ham,0.9721406537372344
556,O. Well uv causes mutations. Sunscreen is like essential thesedays,ham,ham,0.9497172997916726
5255,Ok... Sweet dreams...,ham,ham,0.9715693704178691
5243,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,ham,ham,0.981479611393777
33,For fear of fainting with the of all that housework you just did? Quick have a cuppa,ham,ham,0.9174316177104955
3257,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,ham,ham,0.9633041351605012
5561,Get me out of this dump heap. My mom decided to come to lowes. BORING.,ham,ham,0.9484622892382844
116,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham,ham,0.986517198128181
3943,She's borderline but yeah whatever.,ham,ham,0.9802680907199495
1079,Convey my regards to him,ham,ham,0.9549017016034046
3857,I'm ok. Will do my part tomorrow,ham,ham,0.9875640348669855
136,I only haf msn. It's yijue@hotmail.com,ham,ham,0.8687152957017427
81,K. Did you call me just now ah? ,ham,ham,0.8966160358338225
1630,Sounds like you have many talents! would you like to go on a dinner date next week?,ham,ham,0.899294546163275
2198,Bring it if you got it,ham,ham,0.9883891870397241
2803,And smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you ... *grins*,ham,ham,0.9513937224610658
5397,That's necessarily respectful,ham,ham,0.9516966495509811
2874,I dont understand your message.,ham,ham,0.8170839938962609
2217,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,ham,0.9780655877662225
2461,i cant talk to you now.i will call when i can.dont keep calling.,ham,ham,0.88462685660578
4950,I am in bus on the way to calicut,ham,ham,0.9562616952977487
1657,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),ham,ham,0.9515790188312947
4331,i thought we were doing a king of the hill thing there.,ham,ham,0.9549483890457493
1520,Check wid corect speling i.e. Sarcasm,ham,ham,0.9218912188058708
4937,K..k.:)congratulation ..,ham,ham,0.9237286407542372
3542,If you are not coughing then its nothing,ham,ham,0.9855749122416889
3525,Yeah that'd pretty much be the best case scenario,ham,ham,0.9754095793870501
2977,I love u 2 my little pocy bell I am sorry but I love u,ham,ham,0.9881716556443866
4460,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam,spam,0.09238372136320179
724,Ya even those cookies have jelly on them,ham,ham,0.9336143957419679
1777,Call FREEPHONE 0800 542 0578 now!,spam,ham,0.6204885723350896
3493,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,ham,ham,0.9508715778682106
1914,You want to go? ,ham,ham,0.9195743210558373
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,ham,ham,0.9603271105227443
325,No problem. How are you doing?,ham,ham,0.9802023412925759
3576,And do you have any one that can teach me how to ship cars.,ham,ham,0.9821285385719148
5541,Yeah it's jus rite...,ham,ham,0.9727693046053705
343,Where u been hiding stranger?,ham,ham,0.9340335168474803
5165,Ã still got lessons?  Ã in sch?,ham,ham,0.9765940194801213
4201,I will come tomorrow di,ham,ham,0.9678359596043319
2030,Thanx but my birthday is over already.,ham,ham,0.9782298817530951
2981,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,ham,ham,0.985102158205836
4539,Dare i ask... Any luck with sorting out the car?,ham,ham,0.9103598852578471
1814,Yes we are chatting too.,ham,ham,0.9563136894878741
4592,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,spam,spam,0.13585167864980707
2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",spam,ham,0.6497882327665169
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",ham,ham,0.9143953352797123
4598,Full heat pa:-) i have applyed oil pa.,ham,ham,0.9453086589747579
1217,You have 1 new voicemail. Please call 08719181513.,spam,ham,0.5463709847509801
2565,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",ham,ham,0.9496321829406097
3766,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",spam,spam,0.25696286148505204
259,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,spam,spam,0.07956111602392467
5566,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,spam,0.183190683234538
5346,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,ham,0.9760567559891554
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",ham,ham,0.9045318143252865
3882,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham,ham,0.9448283851251809
308,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,ham,ham,0.872400133427396
1404,cool. We will have fun practicing making babies!,ham,ham,0.9335977126100602
3095,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,ham,ham,0.9542927034221315
4227,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ham,0.9494155071352686
2750,You said not now. No problem. When you can. Let me know.,ham,ham,0.9897568537735908
169,Great escape. I fancy the bridge but needs her lager. See you tomo ,ham,ham,0.9613859762956696
4395,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,ham,ham,0.9745960376375389
3144,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-),ham,ham,0.9447691680887287
2093,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham,ham,0.9794767583025041
763,Urgent Ur Â£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 Â£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,spam,0.351087985623919
3565,Do you always celebrate NY's with your family ?,ham,ham,0.9155236910605415
3780,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",spam,spam,0.2763564785042851
4566,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham,ham,0.9595210339940454
447,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",ham,ham,0.9715158901025884
1498,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,ham,ham,0.9649624639155725
2820,Don't forget who owns you and who's private property you are ... And be my good boy always .. *passionate kiss*,ham,ham,0.9267240909012975
4574,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50,spam,spam,0.3512719388142544
2505,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",ham,ham,0.9929911535035051
5490,K. I will sent it again,ham,ham,0.968787552967108
2249,will you like to be spoiled? :),ham,ham,0.9256678051666725
82,Ok i am on the way to home hi hi,ham,ham,0.9731064907842994
881,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,spam,ham,0.723429160093425
2048,No de. But call me after some time. Ill tell you k,ham,ham,0.9702382587197607
314,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",ham,ham,0.9313673087811262
79,Its not the same here. Still looking for a job. How much do Ta's earn there.,ham,ham,0.9818616402402099
72,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham,ham,0.9493598157154525
1131,Howz pain?hope u r fine..,ham,ham,0.9576708439246323
1550,Dude sux for snake. He got old and raiden got buff,ham,ham,0.9590272460951137
5150,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",ham,ham,0.8013085507079223
5418,So how are you really. What are you up to. How's the masters. And so on.,ham,ham,0.9812557338712788
4903,* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam,spam,0.12328964851214656
4656,Our Prasanth ettans mother passed away last night. Just pray for her and family.,ham,ham,0.9028118455180537
996,Change again... It's e one next to escalator...,ham,ham,0.9315470294961907
4376,Ur TONEXS subscription has been renewed and you have been charged Â£4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,spam,0.2933859590465778
2667,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",ham,ham,0.9750536370704207
2812,Thinkin about someone is all good. No drugs for that,ham,ham,0.9519203162368131
3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",spam,ham,0.8359346216186152
119,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham,ham,0.9872195700612916
125,Ã predict wat time Ã¼'ll finish buying?,ham,ham,0.9824359968240896
5558,"Sorry, I'll call later",ham,ham,0.958921164706735
3669,Thanks for loving me so. You rock,ham,ham,0.9664498305260649
285,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",ham,ham,0.9818905220796962
1766,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,ham,ham,0.8891859304695509
687,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham,ham,0.9751606851965466
2488,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,ham,ham,0.9835855318078434
4364,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,ham,0.9713275520190754
2911,How do you guys go to see movies on your side.,ham,ham,0.9177693444430574
1847,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,ham,ham,0.9755963259296571
3819,74355 XMAS iscoming & ur awarded either Â£500 CD gift vouchers & free entry 2 r Â£100 weekly draw txt MUSIC to 87066 TnC,spam,spam,0.16325547962382128
250,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,spam,0.09156855538803492
3655,Why i come in between you people,ham,ham,0.9745572270756456
2438,"For ur chance to win Â£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",spam,spam,0.09803374120073582
196,Gud mrng dear hav a nice day,ham,ham,0.9677090395930097
4419,"When you get free, call me",ham,ham,0.7023717433989546
5257,"As usual..iam fine, happy &amp; doing well..:)",ham,ham,0.9702820844795935
951,"Awesome, lemme know whenever you're around",ham,ham,0.9575948652088243
4226,"The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!, Gud night....",ham,ham,0.9683887398081942
5002,"Nope. Since ayo travelled, he has forgotten his guy",ham,ham,0.9566233843431036
2435,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,ham,ham,0.983623640186585
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,ham,ham,0.973524932613629
200,"Found it, ENC  &lt;#&gt; , where you at?",ham,ham,0.9934652502581728
1865,You call him now ok i said call him,ham,ham,0.8231945335055493
1691,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,spam,spam,0.3676024081862035
4358,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",ham,ham,0.9672722689093451
3134,So no messages. Had food?,ham,ham,0.9537879080330288
4750,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,ham,ham,0.959627448845417
1564,Get ready to put on your excellent sub face :),ham,ham,0.830102061819342
3351,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,ham,0.986715714601018
4775,U repeat e instructions again. Wat's e road name of ur house?,ham,ham,0.9222336752984545
2112,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,ham,0.9928065090796521
3528,Should i send you naughty pix? :),ham,ham,0.9169376695465485
4807,Call me when u finish then i come n pick u.,ham,ham,0.9777507003351342
3475,", how's things? Just a quick question.",ham,ham,0.945916285701319
1825,Sent me ur email id soon,ham,ham,0.9525286148526282
634,Got it. Seventeen pounds for seven hundred ml â hope ok.,ham,ham,0.9644403272479299
2697,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,ham,ham,0.985749856820628
2954,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",spam,spam,0.0966169939889923
3477,"I can probably come by, everybody's done around  &lt;#&gt;  right?",ham,ham,0.9888620710397252
179,Text her. If she doesnt reply let me know so i can have her log in,ham,ham,0.9289311127797988
5485,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,ham,ham,0.8965935805257136
689,Thanks love. But am i doing torch or bold.,ham,ham,0.9603921438313717
3366,"Sorry, I'll call later",ham,ham,0.958921164706735
2408,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham,ham,0.9656810522166757
3265,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,ham,ham,0.9346229254833998
3689,I'll meet you in the lobby,ham,ham,0.9855439909036322
538,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,ham,ham,0.9510902202243571
4511,This weekend is fine (an excuse not to do too much decorating),ham,ham,0.9469688596765568
1587,There are no other charges after transfer charges and you can withdraw anyhow you like,ham,ham,0.964727686561628
5223,If I die I want u to have all my stuffs.,ham,ham,0.9446882339060452
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,ham,ham,0.9714458386005195
2295,You have 1 new message. Please call 08718738034.,spam,spam,0.3290383051913862
5410,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham,ham,0.9752893825643347
496,Got meh... When?,ham,ham,0.971276771554491
